,mkt_return,msk_tweets,msk_edits,tsla_edits,tsla_wiki_views,msk_wiki_views
2004-08-16 00:00:00-04:00,,,2.0,,,
2004-08-25 00:00:00-04:00,,,1.0,,,
2004-12-07 00:00:00-05:00,,,1.0,,,
2004-12-08 00:00:00-05:00,,,2.0,,,
2005-01-31 00:00:00-05:00,,,3.0,,,
2005-02-02 00:00:00-05:00,,,2.0,,,
2005-02-04 00:00:00-05:00,,,1.0,,,
2005-02-08 00:00:00-05:00,,,2.0,,,
2005-02-09 00:00:00-05:00,,,1.0,,,
2005-02-10 00:00:00-05:00,,,2.0,,,
2005-03-13 00:00:00-05:00,,,1.0,,,
2005-05-02 00:00:00-04:00,,,1.0,,,
2005-05-03 00:00:00-04:00,,,1.0,,,
2005-05-04 00:00:00-04:00,,,1.0,,,
2005-05-08 00:00:00-04:00,,,1.0,,,
2005-07-01 00:00:00-04:00,,,2.0,,,
2005-07-12 00:00:00-04:00,,,2.0,,,
2005-08-08 00:00:00-04:00,,,2.0,,,
2005-09-03 00:00:00-04:00,,,1.0,,,
2005-09-19 00:00:00-04:00,,,1.0,,,
2005-11-17 00:00:00-05:00,,,2.0,,,
2005-11-27 00:00:00-05:00,,,2.0,,,
2005-12-01 00:00:00-05:00,,,1.0,,,
2005-12-11 00:00:00-05:00,,,1.0,,,
2005-12-17 00:00:00-05:00,,,2.0,,,
2006-02-01 00:00:00-05:00,,,1.0,,,
2006-02-07 00:00:00-05:00,,,1.0,,,
2006-02-08 00:00:00-05:00,,,1.0,,,
2006-02-24 00:00:00-05:00,,,1.0,,,
2006-03-21 00:00:00-05:00,,,1.0,,,
2006-03-24 00:00:00-05:00,,,1.0,,,
2006-03-25 00:00:00-05:00,,,1.0,,,
2006-04-18 00:00:00-04:00,,,1.0,,,
2006-05-01 00:00:00-04:00,,,2.0,,,
2006-05-06 00:00:00-04:00,,,2.0,,,
2006-05-15 00:00:00-04:00,,,2.0,,,
2006-05-22 00:00:00-04:00,,,5.0,,,
2006-05-23 00:00:00-04:00,,,1.0,,,
2006-05-29 00:00:00-04:00,,,1.0,,,
2006-05-30 00:00:00-04:00,,,3.0,,,
2006-05-31 00:00:00-04:00,,,1.0,,,
2006-06-06 00:00:00-04:00,,,2.0,,,
2006-06-09 00:00:00-04:00,,,1.0,,,
2006-06-10 00:00:00-04:00,,,,2.0,,
2006-06-14 00:00:00-04:00,,,,1.0,,
2006-06-18 00:00:00-04:00,,,,2.0,,
2006-06-27 00:00:00-04:00,,,,1.0,,
2006-07-01 00:00:00-04:00,,,,3.0,,
2006-07-13 00:00:00-04:00,,,,1.0,,
2006-07-14 00:00:00-04:00,,,,1.0,,
2006-07-18 00:00:00-04:00,,,2.0,6.0,,
2006-07-19 00:00:00-04:00,,,1.0,8.0,,
2006-07-20 00:00:00-04:00,,,,5.0,,
2006-07-21 00:00:00-04:00,,,1.0,1.0,,
2006-07-22 00:00:00-04:00,,,,1.0,,
2006-07-23 00:00:00-04:00,,,,1.0,,
2006-07-24 00:00:00-04:00,,,,8.0,,
2006-07-26 00:00:00-04:00,,,1.0,2.0,,
2006-07-27 00:00:00-04:00,,,,1.0,,
2006-07-28 00:00:00-04:00,,,,2.0,,
2006-07-30 00:00:00-04:00,,,1.0,,,
2006-08-02 00:00:00-04:00,,,,3.0,,
2006-08-05 00:00:00-04:00,,,,1.0,,
2006-08-06 00:00:00-04:00,,,1.0,2.0,,
2006-08-07 00:00:00-04:00,,,,1.0,,
2006-08-08 00:00:00-04:00,,,1.0,,,
2006-08-10 00:00:00-04:00,,,,1.0,,
2006-08-17 00:00:00-04:00,,,1.0,,,
2006-08-19 00:00:00-04:00,,,,1.0,,
2006-08-20 00:00:00-04:00,,,1.0,2.0,,
2006-08-26 00:00:00-04:00,,,,1.0,,
2006-08-27 00:00:00-04:00,,,,1.0,,
2006-08-31 00:00:00-04:00,,,,1.0,,
2006-09-01 00:00:00-04:00,,,,6.0,,
2006-09-06 00:00:00-04:00,,,,1.0,,
2006-09-15 00:00:00-04:00,,,1.0,,,
2006-09-17 00:00:00-04:00,,,,1.0,,
2006-09-28 00:00:00-04:00,,,,1.0,,
2006-10-05 00:00:00-04:00,,,,1.0,,
2006-10-06 00:00:00-04:00,,,,1.0,,
2006-10-07 00:00:00-04:00,,,,6.0,,
2006-10-08 00:00:00-04:00,,,2.0,,,
2006-10-14 00:00:00-04:00,,,,1.0,,
2006-10-16 00:00:00-04:00,,,,2.0,,
2006-10-22 00:00:00-04:00,,,,1.0,,
2006-11-06 00:00:00-05:00,,,1.0,,,
2006-11-07 00:00:00-05:00,,,,1.0,,
2006-11-11 00:00:00-05:00,,,,1.0,,
2006-11-15 00:00:00-05:00,,,,2.0,,
2006-11-17 00:00:00-05:00,,,,1.0,,
2006-11-18 00:00:00-05:00,,,,3.0,,
2006-11-19 00:00:00-05:00,,,7.0,,,
2006-11-20 00:00:00-05:00,,,1.0,1.0,,
2006-11-25 00:00:00-05:00,,,1.0,,,
2006-11-26 00:00:00-05:00,,,,2.0,,
2006-11-27 00:00:00-05:00,,,,1.0,,
2006-12-04 00:00:00-05:00,,,,1.0,,
2006-12-11 00:00:00-05:00,,,2.0,,,
2006-12-12 00:00:00-05:00,,,,1.0,,
2006-12-14 00:00:00-05:00,,,,1.0,,
2006-12-15 00:00:00-05:00,,,1.0,,,
2006-12-16 00:00:00-05:00,,,,1.0,,
2006-12-22 00:00:00-05:00,,,4.0,,,
2006-12-31 00:00:00-05:00,,,1.0,,,
2007-01-02 00:00:00-05:00,,,5.0,1.0,,
2007-01-03 00:00:00-05:00,,,3.0,1.0,,
2007-01-04 00:00:00-05:00,,,,1.0,,
2007-01-05 00:00:00-05:00,,,,1.0,,
2007-01-06 00:00:00-05:00,,,4.0,,,
2007-01-13 00:00:00-05:00,,,2.0,,,
2007-01-19 00:00:00-05:00,,,3.0,1.0,,
2007-01-22 00:00:00-05:00,,,,1.0,,
2007-01-24 00:00:00-05:00,,,,1.0,,
2007-01-27 00:00:00-05:00,,,,3.0,,
2007-01-30 00:00:00-05:00,,,,3.0,,
2007-02-02 00:00:00-05:00,,,,1.0,,
2007-02-08 00:00:00-05:00,,,,1.0,,
2007-02-13 00:00:00-05:00,,,,2.0,,
2007-02-14 00:00:00-05:00,,,,1.0,,
2007-02-18 00:00:00-05:00,,,,6.0,,
2007-02-25 00:00:00-05:00,,,,2.0,,
2007-03-01 00:00:00-05:00,,,,1.0,,
2007-03-03 00:00:00-05:00,,,1.0,,,
2007-03-05 00:00:00-05:00,,,,1.0,,
2007-03-06 00:00:00-05:00,,,,1.0,,
2007-03-07 00:00:00-05:00,,,2.0,,,
2007-03-08 00:00:00-05:00,,,,1.0,,
2007-03-12 00:00:00-04:00,,,,1.0,,
2007-03-14 00:00:00-04:00,,,2.0,24.0,,
2007-03-15 00:00:00-04:00,,,2.0,3.0,,
2007-03-16 00:00:00-04:00,,,1.0,,,
2007-03-18 00:00:00-04:00,,,1.0,,,
2007-03-19 00:00:00-04:00,,,1.0,,,
2007-03-20 00:00:00-04:00,,,,9.0,,
2007-03-21 00:00:00-04:00,,,1.0,2.0,,
2007-03-22 00:00:00-04:00,,,2.0,1.0,,
2007-03-23 00:00:00-04:00,,,3.0,1.0,,
2007-03-24 00:00:00-04:00,,,,1.0,,
2007-03-26 00:00:00-04:00,,,7.0,,,
2007-03-27 00:00:00-04:00,,,,1.0,,
2007-03-28 00:00:00-04:00,,,,1.0,,
2007-03-29 00:00:00-04:00,,,,1.0,,
2007-04-02 00:00:00-04:00,,,1.0,,,
2007-04-04 00:00:00-04:00,,,1.0,,,
2007-04-06 00:00:00-04:00,,,2.0,1.0,,
2007-04-08 00:00:00-04:00,,,1.0,,,
2007-04-09 00:00:00-04:00,,,,3.0,,
2007-04-10 00:00:00-04:00,,,,1.0,,
2007-04-11 00:00:00-04:00,,,,1.0,,
2007-04-13 00:00:00-04:00,,,,1.0,,
2007-04-14 00:00:00-04:00,,,,2.0,,
2007-04-16 00:00:00-04:00,,,,3.0,,
2007-04-17 00:00:00-04:00,,,,7.0,,
2007-04-18 00:00:00-04:00,,,,2.0,,
2007-04-19 00:00:00-04:00,,,1.0,,,
2007-04-20 00:00:00-04:00,,,1.0,1.0,,
2007-04-21 00:00:00-04:00,,,,6.0,,
2007-04-22 00:00:00-04:00,,,,9.0,,
2007-04-26 00:00:00-04:00,,,,1.0,,
2007-04-28 00:00:00-04:00,,,1.0,,,
2007-04-29 00:00:00-04:00,,,,1.0,,
2007-05-07 00:00:00-04:00,,,,1.0,,
2007-05-08 00:00:00-04:00,,,,2.0,,
2007-05-09 00:00:00-04:00,,,,1.0,,
2007-05-11 00:00:00-04:00,,,,2.0,,
2007-05-13 00:00:00-04:00,,,,1.0,,
2007-05-18 00:00:00-04:00,,,,1.0,,
2007-05-20 00:00:00-04:00,,,,1.0,,
2007-05-21 00:00:00-04:00,,,1.0,,,
2007-05-25 00:00:00-04:00,,,,1.0,,
2007-05-26 00:00:00-04:00,,,4.0,,,
2007-05-29 00:00:00-04:00,,,,1.0,,
2007-05-30 00:00:00-04:00,,,1.0,,,
2007-06-02 00:00:00-04:00,,,,6.0,,
2007-06-03 00:00:00-04:00,,,,2.0,,
2007-06-07 00:00:00-04:00,,,1.0,3.0,,
2007-06-08 00:00:00-04:00,,,,1.0,,
2007-06-10 00:00:00-04:00,,,,2.0,,
2007-06-16 00:00:00-04:00,,,1.0,1.0,,
2007-06-17 00:00:00-04:00,,,1.0,,,
2007-06-18 00:00:00-04:00,,,,1.0,,
2007-06-19 00:00:00-04:00,,,1.0,,,
2007-06-23 00:00:00-04:00,,,1.0,3.0,,
2007-06-28 00:00:00-04:00,,,1.0,,,
2007-07-03 00:00:00-04:00,,,3.0,1.0,,
2007-07-04 00:00:00-04:00,,,3.0,1.0,,
2007-07-05 00:00:00-04:00,,,,1.0,,
2007-07-10 00:00:00-04:00,,,,1.0,,
2007-07-13 00:00:00-04:00,,,1.0,,,
2007-07-16 00:00:00-04:00,,,,1.0,,
2007-07-18 00:00:00-04:00,,,,4.0,,
2007-07-19 00:00:00-04:00,,,,1.0,,
2007-07-21 00:00:00-04:00,,,,2.0,,
2007-07-22 00:00:00-04:00,,,,1.0,,
2007-07-23 00:00:00-04:00,,,,2.0,,
2007-07-24 00:00:00-04:00,,,,6.0,,
2007-07-29 00:00:00-04:00,,,,1.0,,
2007-07-31 00:00:00-04:00,,,,1.0,,
2007-08-04 00:00:00-04:00,,,,1.0,,
2007-08-07 00:00:00-04:00,,,2.0,3.0,,
2007-08-08 00:00:00-04:00,,,,1.0,,
2007-08-13 00:00:00-04:00,,,,1.0,,
2007-08-14 00:00:00-04:00,,,,2.0,,
2007-08-15 00:00:00-04:00,,,,1.0,,
2007-08-17 00:00:00-04:00,,,,1.0,,
2007-08-19 00:00:00-04:00,,,,5.0,,
2007-08-24 00:00:00-04:00,,,3.0,,,
2007-09-02 00:00:00-04:00,,,,1.0,,
2007-09-05 00:00:00-04:00,,,,1.0,,
2007-09-07 00:00:00-04:00,,,,1.0,,
2007-09-10 00:00:00-04:00,,,,1.0,,
2007-09-17 00:00:00-04:00,,,,1.0,,
2007-09-18 00:00:00-04:00,,,,1.0,,
2007-09-23 00:00:00-04:00,,,1.0,,,
2007-09-28 00:00:00-04:00,,,,5.0,,
2007-09-29 00:00:00-04:00,,,,1.0,,
2007-10-02 00:00:00-04:00,,,,1.0,,
2007-10-05 00:00:00-04:00,,,2.0,,,
2007-10-06 00:00:00-04:00,,,,2.0,,
2007-10-07 00:00:00-04:00,,,,2.0,,
2007-10-08 00:00:00-04:00,,,,1.0,,
2007-10-09 00:00:00-04:00,,,,5.0,,
2007-10-12 00:00:00-04:00,,,,1.0,,
2007-10-14 00:00:00-04:00,,,,1.0,,
2007-10-15 00:00:00-04:00,,,,5.0,,
2007-10-27 00:00:00-04:00,,,,1.0,,
2007-11-02 00:00:00-04:00,,,,1.0,,
2007-11-06 00:00:00-05:00,,,,1.0,,
2007-11-07 00:00:00-05:00,,,,1.0,,
2007-11-10 00:00:00-05:00,,,,2.0,,
2007-11-12 00:00:00-05:00,,,,1.0,,
2007-11-24 00:00:00-05:00,,,1.0,,,
2007-11-27 00:00:00-05:00,,,,3.0,,
2007-11-29 00:00:00-05:00,,,1.0,,,
2007-12-01 00:00:00-05:00,,,,2.0,,
2007-12-02 00:00:00-05:00,,,,2.0,,
2007-12-03 00:00:00-05:00,,,1.0,,,
2007-12-06 00:00:00-05:00,,,,1.0,,
2007-12-11 00:00:00-05:00,,,1.0,1.0,,
2007-12-17 00:00:00-05:00,,,,1.0,,
2007-12-20 00:00:00-05:00,,,1.0,,,
2007-12-23 00:00:00-05:00,,,,1.0,,
2007-12-29 00:00:00-05:00,,,1.0,,,
2008-01-04 00:00:00-05:00,,,1.0,,,
2008-01-08 00:00:00-05:00,,,1.0,,,
2008-01-10 00:00:00-05:00,,,1.0,,,
2008-01-12 00:00:00-05:00,,,,5.0,,
2008-01-13 00:00:00-05:00,,,,3.0,,
2008-01-14 00:00:00-05:00,,,2.0,1.0,,
2008-01-15 00:00:00-05:00,,,,1.0,,
2008-01-21 00:00:00-05:00,,,,1.0,,
2008-01-24 00:00:00-05:00,,,,4.0,,
2008-01-26 00:00:00-05:00,,,,2.0,,
2008-01-27 00:00:00-05:00,,,,1.0,,
2008-01-28 00:00:00-05:00,,,1.0,,,
2008-01-29 00:00:00-05:00,,,,2.0,,
2008-02-01 00:00:00-05:00,,,,5.0,,
2008-02-02 00:00:00-05:00,,,,1.0,,
2008-02-03 00:00:00-05:00,,,1.0,,,
2008-02-04 00:00:00-05:00,,,,1.0,,
2008-02-06 00:00:00-05:00,,,,1.0,,
2008-02-07 00:00:00-05:00,,,,2.0,,
2008-02-13 00:00:00-05:00,,,2.0,,,
2008-02-20 00:00:00-05:00,,,1.0,,,
2008-02-25 00:00:00-05:00,,,,3.0,,
2008-02-27 00:00:00-05:00,,,2.0,,,
2008-02-28 00:00:00-05:00,,,1.0,1.0,,
2008-02-29 00:00:00-05:00,,,1.0,,,
2008-03-01 00:00:00-05:00,,,1.0,,,
2008-03-02 00:00:00-05:00,,,1.0,,,
2008-03-03 00:00:00-05:00,,,3.0,,,
2008-03-06 00:00:00-05:00,,,1.0,3.0,,
2008-03-12 00:00:00-04:00,,,,3.0,,
2008-03-19 00:00:00-04:00,,,,2.0,,
2008-03-21 00:00:00-04:00,,,,2.0,,
2008-03-22 00:00:00-04:00,,,,1.0,,
2008-03-26 00:00:00-04:00,,,1.0,,,
2008-03-27 00:00:00-04:00,,,,3.0,,
2008-04-03 00:00:00-04:00,,,,2.0,,
2008-04-12 00:00:00-04:00,,,,1.0,,
2008-04-14 00:00:00-04:00,,,,2.0,,
2008-04-18 00:00:00-04:00,,,,1.0,,
2008-04-21 00:00:00-04:00,,,1.0,,,
2008-04-22 00:00:00-04:00,,,,1.0,,
2008-04-23 00:00:00-04:00,,,,4.0,,
2008-04-24 00:00:00-04:00,,,,2.0,,
2008-04-30 00:00:00-04:00,,,,1.0,,
2008-05-03 00:00:00-04:00,,,1.0,,,
2008-05-04 00:00:00-04:00,,,,1.0,,
2008-05-06 00:00:00-04:00,,,,1.0,,
2008-05-07 00:00:00-04:00,,,1.0,2.0,,
2008-05-10 00:00:00-04:00,,,,1.0,,
2008-05-11 00:00:00-04:00,,,1.0,1.0,,
2008-05-16 00:00:00-04:00,,,2.0,1.0,,
2008-05-17 00:00:00-04:00,,,,1.0,,
2008-05-23 00:00:00-04:00,,,,1.0,,
2008-05-25 00:00:00-04:00,,,,1.0,,
2008-05-26 00:00:00-04:00,,,,3.0,,
2008-05-28 00:00:00-04:00,,,,2.0,,
2008-05-30 00:00:00-04:00,,,,1.0,,
2008-05-31 00:00:00-04:00,,,,2.0,,
2008-06-01 00:00:00-04:00,,,,1.0,,
2008-06-02 00:00:00-04:00,,,,3.0,,
2008-06-03 00:00:00-04:00,,,,1.0,,
2008-06-04 00:00:00-04:00,,,,1.0,,
2008-06-06 00:00:00-04:00,,,,3.0,,
2008-06-11 00:00:00-04:00,,,,1.0,,
2008-06-13 00:00:00-04:00,,,3.0,1.0,,
2008-06-14 00:00:00-04:00,,,,3.0,,
2008-06-15 00:00:00-04:00,,,,1.0,,
2008-06-16 00:00:00-04:00,,,,3.0,,
2008-06-19 00:00:00-04:00,,,,2.0,,
2008-06-20 00:00:00-04:00,,,,6.0,,
2008-06-21 00:00:00-04:00,,,1.0,,,
2008-06-22 00:00:00-04:00,,,1.0,,,
2008-06-24 00:00:00-04:00,,,,1.0,,
2008-06-25 00:00:00-04:00,,,,5.0,,
2008-06-27 00:00:00-04:00,,,,2.0,,
2008-06-28 00:00:00-04:00,,,,3.0,,
2008-06-29 00:00:00-04:00,,,,5.0,,
2008-07-01 00:00:00-04:00,,,,2.0,,
2008-07-05 00:00:00-04:00,,,2.0,3.0,,
2008-07-08 00:00:00-04:00,,,,1.0,,
2008-07-15 00:00:00-04:00,,,,1.0,,
2008-07-19 00:00:00-04:00,,,,1.0,,
2008-07-24 00:00:00-04:00,,,1.0,,,
2008-07-27 00:00:00-04:00,,,2.0,2.0,,
2008-08-01 00:00:00-04:00,,,1.0,1.0,,
2008-08-02 00:00:00-04:00,,,,1.0,,
2008-08-05 00:00:00-04:00,,,1.0,,,
2008-08-07 00:00:00-04:00,,,1.0,,,
2008-08-10 00:00:00-04:00,,,,1.0,,
2008-08-11 00:00:00-04:00,,,1.0,,,
2008-08-12 00:00:00-04:00,,,,2.0,,
2008-08-13 00:00:00-04:00,,,,1.0,,
2008-08-14 00:00:00-04:00,,,,2.0,,
2008-08-16 00:00:00-04:00,,,,1.0,,
2008-08-17 00:00:00-04:00,,,,2.0,,
2008-08-19 00:00:00-04:00,,,,2.0,,
2008-08-21 00:00:00-04:00,,,,1.0,,
2008-08-22 00:00:00-04:00,,,,3.0,,
2008-09-03 00:00:00-04:00,,,,1.0,,
2008-09-05 00:00:00-04:00,,,1.0,,,
2008-09-06 00:00:00-04:00,,,,1.0,,
2008-09-10 00:00:00-04:00,,,,1.0,,
2008-09-13 00:00:00-04:00,,,,1.0,,
2008-09-16 00:00:00-04:00,,,2.0,,,
2008-09-23 00:00:00-04:00,,,2.0,1.0,,
2008-09-25 00:00:00-04:00,,,1.0,,,
2008-09-27 00:00:00-04:00,,,6.0,,,
2008-10-13 00:00:00-04:00,,,,1.0,,
2008-10-14 00:00:00-04:00,,,6.0,,,
2008-10-15 00:00:00-04:00,,,,1.0,,
2008-10-16 00:00:00-04:00,,,,1.0,,
2008-10-18 00:00:00-04:00,,,,4.0,,
2008-10-19 00:00:00-04:00,,,,2.0,,
2008-10-23 00:00:00-04:00,,,,2.0,,
2008-10-29 00:00:00-04:00,,,,2.0,,
2008-11-02 00:00:00-04:00,,,1.0,,,
2008-11-03 00:00:00-05:00,,,,3.0,,
2008-11-04 00:00:00-05:00,,,,2.0,,
2008-11-06 00:00:00-05:00,,,1.0,,,
2008-11-08 00:00:00-05:00,,,1.0,,,
2008-11-09 00:00:00-05:00,,,,2.0,,
2008-11-10 00:00:00-05:00,,,,1.0,,
2008-11-11 00:00:00-05:00,,,,2.0,,
2008-11-12 00:00:00-05:00,,,,1.0,,
2008-11-26 00:00:00-05:00,,,1.0,,,
2008-11-28 00:00:00-05:00,,,,4.0,,
2008-11-29 00:00:00-05:00,,,,4.0,,
2008-12-08 00:00:00-05:00,,,2.0,,,
2008-12-11 00:00:00-05:00,,,,1.0,,
2008-12-18 00:00:00-05:00,,,1.0,,,
2008-12-22 00:00:00-05:00,,,1.0,,,
2008-12-27 00:00:00-05:00,,,1.0,,,
2008-12-28 00:00:00-05:00,,,2.0,,,
2009-01-01 00:00:00-05:00,,,,,,
2009-01-02 00:00:00-05:00,,,,1.0,,
2009-01-03 00:00:00-05:00,,,,1.0,,
2009-01-04 00:00:00-05:00,-0.004679288447595494,,,,,
2009-01-05 00:00:00-05:00,0.007786737413759767,,,,,
2009-01-06 00:00:00-05:00,-0.03046912022057231,,,1.0,,
2009-01-07 00:00:00-05:00,0.0033913156919744315,,,,,
2009-01-08 00:00:00-05:00,-0.021533214293202936,,,,,
2009-01-09 00:00:00-05:00,,,,1.0,,
2009-01-11 00:00:00-05:00,-0.02282258762866887,,,,,
2009-01-12 00:00:00-05:00,0.0017565152157664873,,,,,
2009-01-13 00:00:00-05:00,-0.0340324644901829,,4.0,2.0,,
2009-01-14 00:00:00-05:00,0.0013282991669522379,,,,,
2009-01-15 00:00:00-05:00,0.007533131556373145,,,,,
2009-01-19 00:00:00-05:00,-0.054262014623913155,,,,,
2009-01-20 00:00:00-05:00,0.04257205806919397,,1.0,,,
2009-01-21 00:00:00-05:00,-0.015278446440878557,,,,,
2009-01-22 00:00:00-05:00,0.005363250283092426,,,,,
2009-01-23 00:00:00-05:00,,,1.0,,,
2009-01-25 00:00:00-05:00,0.005537850154850269,,1.0,,,
2009-01-26 00:00:00-05:00,0.010866329534482322,,,1.0,,
2009-01-27 00:00:00-05:00,0.03300683868264074,,,,,
2009-01-28 00:00:00-05:00,-0.03368106446667382,,,,,
2009-01-29 00:00:00-05:00,-0.023052821010677113,,,,,
2009-02-01 00:00:00-05:00,-0.0005329099748901644,,,7.0,,
2009-02-02 00:00:00-05:00,0.015709938442946172,,,2.0,,
2009-02-03 00:00:00-05:00,-0.007517697439794895,,,,,
2009-02-04 00:00:00-05:00,0.016233188600758928,,,,,
2009-02-05 00:00:00-05:00,0.026540681935397104,,,,,
2009-02-08 00:00:00-05:00,0.0014840917192800343,,,2.0,,
2009-02-09 00:00:00-05:00,-0.05036866949414839,,,,,
2009-02-10 00:00:00-05:00,0.007923477223390516,,,,,
2009-02-11 00:00:00-05:00,0.0017376553579209742,,,,,
2009-02-12 00:00:00-05:00,-0.010048008389114625,,,,,
2009-02-13 00:00:00-05:00,,,1.0,13.0,,
2009-02-15 00:00:00-05:00,,,1.0,,,
2009-02-16 00:00:00-05:00,-0.04662949981810491,,,,,
2009-02-17 00:00:00-05:00,-0.000950817478245573,,,,,
2009-02-18 00:00:00-05:00,-0.012096896898495146,,,,,
2009-02-19 00:00:00-05:00,-0.011478592263616477,,,,,
2009-02-22 00:00:00-05:00,-0.035315317490224964,,,,,
2009-02-23 00:00:00-05:00,0.0393200492217266,,,,,
2009-02-24 00:00:00-05:00,-0.010715025437918897,,,,,
2009-02-25 00:00:00-05:00,-0.01590567684576375,,,,,
2009-02-26 00:00:00-05:00,-0.023846484170292854,,4.0,,,
2009-03-01 00:00:00-05:00,-0.04774188875107267,,,,,
2009-03-02 00:00:00-05:00,-0.006427378038351219,,1.0,,,
2009-03-03 00:00:00-05:00,0.02347535830991525,,1.0,,,
2009-03-04 00:00:00-05:00,-0.04346330218569738,,,,,
2009-03-05 00:00:00-05:00,0.001215314395986425,,,,,
2009-03-08 00:00:00-05:00,-0.01007424513030657,,,,,
2009-03-09 00:00:00-04:00,0.0617186323188922,,,,,
2009-03-10 00:00:00-04:00,0.0024428307358472247,,2.0,,,
2009-03-11 00:00:00-04:00,0.03992107486845256,,,,,
2009-03-12 00:00:00-04:00,0.007709235009042813,,,,,
2009-03-15 00:00:00-04:00,-0.003522120560965446,,,,,
2009-03-16 00:00:00-04:00,0.03163425945298957,,,,,
2009-03-17 00:00:00-04:00,0.020643391776914963,,,,,
2009-03-18 00:00:00-04:00,-0.013064127999233972,,,,,
2009-03-19 00:00:00-04:00,-0.01996742895118435,,,5.0,,
2009-03-22 00:00:00-04:00,0.06836638735773641,,,1.0,,
2009-03-23 00:00:00-04:00,-0.02062636109659859,,,3.0,,
2009-03-24 00:00:00-04:00,0.009580332245017488,,2.0,1.0,,
2009-03-25 00:00:00-04:00,0.023052602239829925,,1.0,4.0,,
2009-03-26 00:00:00-04:00,-0.020524717385895695,,,4.0,,
2009-03-27 00:00:00-04:00,,,,2.0,,
2009-03-28 00:00:00-04:00,,,3.0,1.0,,
2009-03-29 00:00:00-04:00,-0.035439323427820704,,,1.0,,
2009-03-30 00:00:00-04:00,0.013044168377756998,,,1.0,,
2009-03-31 00:00:00-04:00,0.016421043179743085,,,2.0,,
2009-04-01 00:00:00-04:00,0.028322225961306003,,,,,
2009-04-02 00:00:00-04:00,0.009684722294469393,,,,,
2009-04-03 00:00:00-04:00,,,1.0,2.0,,
2009-04-04 00:00:00-04:00,,,,1.0,,
2009-04-05 00:00:00-04:00,-0.008367275616680818,,,,,
2009-04-06 00:00:00-04:00,-0.02414366931764816,,,4.0,,
2009-04-07 00:00:00-04:00,0.011714557086847552,,,,,
2009-04-08 00:00:00-04:00,0.037347090620733756,,,1.0,,
2009-04-09 00:00:00-04:00,,,1.0,,,
2009-04-10 00:00:00-04:00,,,,5.0,,
2009-04-11 00:00:00-04:00,,,1.0,2.0,,
2009-04-12 00:00:00-04:00,0.0025301658560268466,,,,,
2009-04-13 00:00:00-04:00,-0.02026851722493524,,,1.0,,
2009-04-14 00:00:00-04:00,0.012470930388817558,,,,,
2009-04-15 00:00:00-04:00,0.015419309485732727,,1.0,,,
2009-04-16 00:00:00-04:00,0.004957054226539451,,,,,
2009-04-19 00:00:00-04:00,-0.043732209141657034,,,,,
2009-04-20 00:00:00-04:00,0.021029384216146016,,,,,
2009-04-21 00:00:00-04:00,-0.007711320225478271,,,,,
2009-04-22 00:00:00-04:00,0.009873443065781582,,,,,
2009-04-23 00:00:00-04:00,0.016657834020331604,,,,,
2009-04-24 00:00:00-04:00,,,2.0,,,
2009-04-26 00:00:00-04:00,-0.010117587499046198,,,,,
2009-04-27 00:00:00-04:00,-0.0027442976398493147,,,,,
2009-04-28 00:00:00-04:00,0.021379853727164114,,2.0,,,
2009-04-29 00:00:00-04:00,-0.0009505192207446081,,,,,
2009-04-30 00:00:00-04:00,0.005381880325807842,,,,,
2009-05-02 00:00:00-04:00,,,,1.0,,
2009-05-03 00:00:00-04:00,0.03330724358772585,,1.0,,,
2009-05-04 00:00:00-04:00,-0.003798929477293887,,,,,
2009-05-05 00:00:00-04:00,0.01725461832941929,,,,,
2009-05-06 00:00:00-04:00,-0.013290338985760736,,,,,
2009-05-07 00:00:00-04:00,0.023783902379113705,,1.0,,,
2009-05-10 00:00:00-04:00,-0.02174719020275387,,,,,
2009-05-11 00:00:00-04:00,-0.0009793349834762966,,1.0,,,
2009-05-12 00:00:00-04:00,-0.02726319853661259,,,,,
2009-05-13 00:00:00-04:00,0.01029843199277203,,,,,
2009-05-14 00:00:00-04:00,-0.011475676904067545,,,,,
2009-05-17 00:00:00-04:00,0.029936594996533384,,,3.0,,
2009-05-18 00:00:00-04:00,-0.0017383460198724435,,3.0,7.0,,
2009-05-19 00:00:00-04:00,-0.00514467268804702,,,3.0,,
2009-05-20 00:00:00-04:00,-0.016899558030336284,,1.0,,,
2009-05-21 00:00:00-04:00,-0.0014983325081699614,,,2.0,,
2009-05-24 00:00:00-04:00,,,1.0,,,
2009-05-25 00:00:00-04:00,0.02596220760015714,,1.0,,,
2009-05-26 00:00:00-04:00,-0.019153424774368058,,,,,
2009-05-27 00:00:00-04:00,0.015301255166552454,,,8.0,,
2009-05-28 00:00:00-04:00,0.013483445887850906,,1.0,,,
2009-05-30 00:00:00-04:00,,,,4.0,,
2009-05-31 00:00:00-04:00,0.025489943861423548,,,1.0,,
2009-06-01 00:00:00-04:00,0.001981336974747815,,,5.0,,
2009-06-02 00:00:00-04:00,-0.013834465750709849,,,,,
2009-06-03 00:00:00-04:00,0.011418220142166204,,,,,
2009-06-04 00:00:00-04:00,-0.002517857488816695,,,,,
2009-06-07 00:00:00-04:00,-0.001011065454445827,,,4.0,,
2009-06-08 00:00:00-04:00,0.003497059761173111,,,,,
2009-06-09 00:00:00-04:00,-0.003486401379967999,,1.0,,,
