,mkt_return,msk_tweets,msk_edits,tsla_edits,tsla_wiki_views,msk_wiki_views
2014-04-21 00:00:00-04:00,0.004083788996127826,,1.0,2.0,,
2014-04-22 00:00:00-04:00,-0.0022157668625220617,,1.0,4.0,,
2014-04-23 00:00:00-04:00,0.001715488275330875,2.0,3.0,,,
2014-04-24 00:00:00-04:00,-0.008129344743501644,1.0,1.0,,,
2014-04-25 00:00:00-04:00,,,1.0,4.0,,
2014-04-26 00:00:00-04:00,,,10.0,2.0,,
2014-04-27 00:00:00-04:00,0.003230811162502344,4.0,5.0,,,
2014-04-28 00:00:00-04:00,0.004749460504633521,3.0,4.0,,,
2014-04-29 00:00:00-04:00,0.00298754980270127,,11.0,7.0,,
2014-04-30 00:00:00-04:00,-0.00014327174433229932,2.0,,1.0,,
2014-05-01 00:00:00-04:00,-0.0013493550298709083,,2.0,1.0,,
2014-05-02 00:00:00-04:00,,,6.0,,,
2014-05-03 00:00:00-04:00,,,,1.0,,
2014-05-04 00:00:00-04:00,0.0018694675823397822,,3.0,1.0,,
2014-05-05 00:00:00-04:00,-0.009029031461991046,,4.0,,,
2014-05-06 00:00:00-04:00,0.005600754871033284,1.0,2.0,5.0,,
2014-05-07 00:00:00-04:00,-0.0013745692327864058,,,,,
2014-05-08 00:00:00-04:00,0.0015183231948788392,1.0,1.0,2.0,,
2014-05-09 00:00:00-04:00,,,4.0,,,
2014-05-11 00:00:00-04:00,0.009626256172315509,,2.0,,,
2014-05-12 00:00:00-04:00,0.0004216687882830338,4.0,1.0,8.0,,
2014-05-13 00:00:00-04:00,-0.004712089565017091,,4.0,,,
2014-05-14 00:00:00-04:00,-0.009405904183934792,,,1.0,,
2014-05-15 00:00:00-04:00,0.0037399628190006033,,1.0,1.0,,
2014-05-16 00:00:00-04:00,,,,2.0,,
2014-05-17 00:00:00-04:00,,,1.0,2.0,,
2014-05-18 00:00:00-04:00,0.003837414189704193,,,1.0,,
2014-05-19 00:00:00-04:00,-0.006519604608543308,,1.0,,,
2014-05-20 00:00:00-04:00,0.008083340547746922,1.0,3.0,2.0,,
2014-05-21 00:00:00-04:00,0.0023594441947138818,5.0,3.0,1.0,,
2014-05-22 00:00:00-04:00,0.004239392917884754,8.0,1.0,,,
2014-05-23 00:00:00-04:00,,1.0,1.0,,,
2014-05-25 00:00:00-04:00,,,4.0,1.0,,
2014-05-26 00:00:00-04:00,0.0059699502115288725,,1.0,3.0,,
2014-05-27 00:00:00-04:00,-0.0011146927500584232,2.0,,4.0,,
2014-05-28 00:00:00-04:00,0.005352758657361124,,,1.0,,
2014-05-29 00:00:00-04:00,0.0018419804431013698,2.0,4.0,1.0,,
2014-05-30 00:00:00-04:00,,,1.0,2.0,,
2014-05-31 00:00:00-04:00,,,,1.0,,
2014-06-01 00:00:00-04:00,0.0007275613640587,,,,,
2014-06-02 00:00:00-04:00,-0.0003792884695348666,1.0,3.0,,,
2014-06-03 00:00:00-04:00,0.0018898766063629325,,2.0,2.0,,
2014-06-04 00:00:00-04:00,0.006504082119662981,,1.0,,,
2014-06-05 00:00:00-04:00,0.00461708354801898,,,,,
2014-06-06 00:00:00-04:00,,,2.0,,,
2014-06-08 00:00:00-04:00,0.0009383308564868176,,,1.0,,
2014-06-09 00:00:00-04:00,-0.0002460138818795375,1.0,,,,
2014-06-10 00:00:00-04:00,-0.0035433111516659397,2.0,2.0,,,
2014-06-11 00:00:00-04:00,-0.00711413908891029,2.0,6.0,12.0,,
2014-06-12 00:00:00-04:00,0.0031296591990707602,,2.0,4.0,,
2014-06-13 00:00:00-04:00,,,2.0,34.0,,
2014-06-14 00:00:00-04:00,,,1.0,11.0,,
2014-06-15 00:00:00-04:00,0.0008363553307868065,4.0,2.0,7.0,,
2014-06-16 00:00:00-04:00,0.0021702124448891515,,,5.0,,
2014-06-17 00:00:00-04:00,0.007689243160729406,2.0,3.0,,,
2014-06-18 00:00:00-04:00,0.001276663295165036,,,,,
2014-06-19 00:00:00-04:00,0.0017285634956760601,,1.0,,,
2014-06-20 00:00:00-04:00,,,1.0,3.0,,
2014-06-21 00:00:00-04:00,,,1.0,2.0,,
2014-06-22 00:00:00-04:00,-0.0001324728528989271,,1.0,,,
2014-06-23 00:00:00-04:00,-0.006456106498617479,,,1.0,,
2014-06-24 00:00:00-04:00,0.004885557422717193,,,4.0,,
2014-06-25 00:00:00-04:00,-0.0011795794276391145,,,,,
2014-06-26 00:00:00-04:00,0.0019090452380837368,,1.0,,,
2014-06-28 00:00:00-04:00,,,,1.0,,
2014-06-29 00:00:00-04:00,-0.00037232599700135415,1.0,,,,
2014-06-30 00:00:00-04:00,0.006655572896822518,,,,,
2014-07-01 00:00:00-04:00,0.0006585960751231936,,1.0,5.0,,
2014-07-02 00:00:00-04:00,0.005464550227672394,,2.0,1.0,,
2014-07-03 00:00:00-04:00,,,3.0,,,
2014-07-04 00:00:00-04:00,,,1.0,,,
2014-07-06 00:00:00-04:00,-0.003931239054323629,,3.0,,,
2014-07-07 00:00:00-04:00,-0.007073762181680688,,3.0,,,
2014-07-08 00:00:00-04:00,0.004633516553259208,3.0,1.0,,,
2014-07-09 00:00:00-04:00,-0.004139628324473722,,1.0,2.0,,
2014-07-10 00:00:00-04:00,0.0014698419980472353,,,1.0,,
2014-07-11 00:00:00-04:00,,,2.0,,,
2014-07-12 00:00:00-04:00,,4.0,,,,
2014-07-13 00:00:00-04:00,0.004831860726996926,,1.0,,,
2014-07-14 00:00:00-04:00,-0.0019339645679456246,,,8.0,,
2014-07-15 00:00:00-04:00,0.004192285009448555,,,1.0,,
2014-07-16 00:00:00-04:00,-0.011904605927478003,,1.0,1.0,,
2014-07-17 00:00:00-04:00,0.010212608899671183,2.0,,4.0,,
2014-07-18 00:00:00-04:00,,,1.0,,,
2014-07-20 00:00:00-04:00,-0.002322946423904652,,1.0,,,
2014-07-21 00:00:00-04:00,0.005003611167300126,2.0,,,,
2014-07-22 00:00:00-04:00,0.001752900777012884,,4.0,,,
2014-07-23 00:00:00-04:00,0.00048803681255066896,,4.0,4.0,,
2014-07-24 00:00:00-04:00,-0.004860946046109087,1.0,,,,
2014-07-27 00:00:00-04:00,0.0002881133935528325,,5.0,,,
2014-07-28 00:00:00-04:00,-0.004538068413714011,,,,,
2014-07-29 00:00:00-04:00,6.091091941020138e-05,,,,,
2014-07-30 00:00:00-04:00,-0.02020193215523012,,,3.0,,
2014-07-31 00:00:00-04:00,-0.002863216231298331,,3.0,3.0,,
2014-08-01 00:00:00-04:00,,8.0,11.0,,,
2014-08-02 00:00:00-04:00,,,2.0,,,
2014-08-03 00:00:00-04:00,0.007163314449646609,4.0,3.0,,,
2014-08-04 00:00:00-04:00,-0.009732679197336652,,,1.0,,
2014-08-05 00:00:00-04:00,1.5638426360123552e-05,,,,,
2014-08-06 00:00:00-04:00,-0.005572115446733026,,2.0,,,
2014-08-07 00:00:00-04:00,0.011465422557972033,,1.0,1.0,,
2014-08-09 00:00:00-04:00,,,2.0,2.0,,
2014-08-10 00:00:00-04:00,0.0027556250258418476,,1.0,1.0,,
2014-08-11 00:00:00-04:00,-0.0016379823741559415,,,,,
2014-08-12 00:00:00-04:00,0.006684767102510805,,1.0,2.0,,
2014-08-13 00:00:00-04:00,0.004336398273697699,,,,,
2014-08-14 00:00:00-04:00,-6.137480757126603e-05,5.0,3.0,,,
2014-08-15 00:00:00-04:00,,,2.0,,,
2014-08-16 00:00:00-04:00,,,1.0,,,
2014-08-17 00:00:00-04:00,0.0084954832196601,1.0,2.0,2.0,,
2014-08-18 00:00:00-04:00,0.004988190179197795,,1.0,2.0,,
2014-08-19 00:00:00-04:00,0.0024747482825436223,,,7.0,,
2014-08-20 00:00:00-04:00,0.002945547280270624,,6.0,2.0,,
2014-08-21 00:00:00-04:00,-0.0019945749188226202,3.0,4.0,3.0,,
2014-08-22 00:00:00-04:00,,,1.0,,,
2014-08-23 00:00:00-04:00,,,,1.0,,
2014-08-24 00:00:00-04:00,0.004776353863603847,6.0,,6.0,,
2014-08-25 00:00:00-04:00,0.0010505288952435787,,,,,
2014-08-26 00:00:00-04:00,4.998604328455613e-05,,,,,
2014-08-27 00:00:00-04:00,-0.0016913305449461642,,2.0,2.0,,
2014-08-28 00:00:00-04:00,0.0033149143290199016,,,4.0,,
2014-08-29 00:00:00-04:00,,,,1.0,,
2014-08-30 00:00:00-04:00,,,1.0,,,
2014-08-31 00:00:00-04:00,,1.0,,,,
2014-09-01 00:00:00-04:00,-0.0005442142177026967,,,,,
2014-09-02 00:00:00-04:00,-0.0007794447528015455,,,4.0,,
2014-09-03 00:00:00-04:00,-0.001535599204712169,,,1.0,,
2014-09-04 00:00:00-04:00,0.005023247704958486,,1.0,,,
2014-09-05 00:00:00-04:00,,7.0,,1.0,,
2014-09-06 00:00:00-04:00,,2.0,1.0,,,
2014-09-07 00:00:00-04:00,-0.003077845854315851,2.0,,3.0,,
2014-09-08 00:00:00-04:00,-0.006566521532685439,1.0,,2.0,,
2014-09-09 00:00:00-04:00,0.0036394436003678032,,,,,
2014-09-10 00:00:00-04:00,0.0008815167647232053,1.0,,4.0,,
2014-09-11 00:00:00-04:00,-0.0059804054920065425,,2.0,1.0,,
2014-09-14 00:00:00-04:00,-0.0007104037481093734,,,,,
2014-09-15 00:00:00-04:00,0.007456507324556423,4.0,5.0,,,
2014-09-16 00:00:00-04:00,0.0012948050790884346,,,,,
2014-09-17 00:00:00-04:00,0.004879257127339826,,1.0,2.0,,
2014-09-18 00:00:00-04:00,-0.00047738351040339826,2.0,2.0,,,
2014-09-20 00:00:00-04:00,,,4.0,,,
2014-09-21 00:00:00-04:00,-0.0080456025302185,,,,,
2014-09-22 00:00:00-04:00,-0.0057932500796262516,,,5.0,,
2014-09-23 00:00:00-04:00,0.0078019767586544365,,4.0,1.0,,
2014-09-24 00:00:00-04:00,-0.016300913265170507,,,,,
2014-09-25 00:00:00-04:00,0.00853926112400154,,,,,
2014-09-26 00:00:00-04:00,,,1.0,2.0,,
2014-09-27 00:00:00-04:00,,1.0,,,,
2014-09-28 00:00:00-04:00,-0.0025500508569158233,,2.0,1.0,,
2014-09-29 00:00:00-04:00,-0.0027898165443120183,,,,,
2014-09-30 00:00:00-04:00,-0.013337106112637435,2.0,,,,
2014-10-01 00:00:00-04:00,5.143328250229687e-06,,2.0,,,
2014-10-02 00:00:00-04:00,0.011103635523902509,,1.0,1.0,,
2014-10-04 00:00:00-04:00,,,,5.0,,
2014-10-05 00:00:00-04:00,-0.0015663860013981836,,2.0,1.0,,
2014-10-06 00:00:00-04:00,-0.015241618619128634,,1.0,,,
2014-10-07 00:00:00-04:00,0.01731094749805919,,5.0,5.0,,
2014-10-08 00:00:00-04:00,-0.02087784845431496,1.0,3.0,5.0,,
2014-10-09 00:00:00-04:00,-0.011517080026210946,2.0,3.0,5.0,,
2014-10-10 00:00:00-04:00,,,1.0,1.0,,
2014-10-11 00:00:00-04:00,,,,3.0,,
2014-10-12 00:00:00-04:00,-0.016605033202522507,,2.0,2.0,,
2014-10-13 00:00:00-04:00,0.001577619680866768,,,5.0,,
2014-10-14 00:00:00-04:00,-0.008133300726077349,1.0,4.0,,,
2014-10-15 00:00:00-04:00,0.0001449672004417697,1.0,3.0,,,
2014-10-16 00:00:00-04:00,0.012801813377146141,1.0,11.0,,,
2014-10-19 00:00:00-04:00,0.009101116121281314,,11.0,2.0,,
2014-10-20 00:00:00-04:00,0.01938537082775091,,3.0,4.0,,
2014-10-21 00:00:00-04:00,-0.007326100661612184,,4.0,2.0,,
2014-10-22 00:00:00-04:00,0.012228305721599457,,,4.0,,
2014-10-23 00:00:00-04:00,0.007028690175716194,,,,,
2014-10-24 00:00:00-04:00,,1.0,,,,
2014-10-25 00:00:00-04:00,,,3.0,,,
2014-10-26 00:00:00-04:00,-0.001502696878837878,2.0,,1.0,,
2014-10-27 00:00:00-04:00,0.011868364566910393,1.0,,,,
2014-10-28 00:00:00-04:00,-0.0013863159906425204,,3.0,,,
2014-10-29 00:00:00-04:00,0.006210797247873184,,3.0,,,
2014-10-30 00:00:00-04:00,0.011663114233148569,1.0,1.0,,,
2014-10-31 00:00:00-04:00,,,2.0,,,
2014-11-01 00:00:00-04:00,,,,1.0,,
2014-11-02 00:00:00-04:00,-0.00011892891639947338,1.0,,1.0,,
2014-11-03 00:00:00-05:00,-0.0028338532526650333,,,,,
2014-11-04 00:00:00-05:00,0.005684311060804489,,,13.0,,
2014-11-05 00:00:00-05:00,0.003768403644328259,1.0,2.0,1.0,,
2014-11-06 00:00:00-05:00,0.00034952512678080786,,4.0,,,
2014-11-07 00:00:00-05:00,,,,1.0,,
2014-11-08 00:00:00-05:00,,,5.0,2.0,,
2014-11-09 00:00:00-05:00,0.003115327019558855,2.0,9.0,,,
2014-11-10 00:00:00-05:00,0.0006964516302874351,,1.0,,,
2014-11-11 00:00:00-05:00,-0.0007013625789179808,,3.0,4.0,,
2014-11-12 00:00:00-05:00,0.0005297044284002311,,5.0,2.0,,
2014-11-13 00:00:00-05:00,0.0002402413485468054,,7.0,,,
2014-11-14 00:00:00-05:00,,,1.0,,,
2014-11-16 00:00:00-05:00,0.0007350887776586797,2.0,4.0,,,
2014-11-17 00:00:00-05:00,0.005120849353688389,2.0,,,,
2014-11-18 00:00:00-05:00,-0.0015022868756188182,,1.0,,,
2014-11-19 00:00:00-05:00,0.001965164013202754,,3.0,,,
2014-11-20 00:00:00-05:00,0.0052232126037382535,4.0,3.0,,,
2014-11-21 00:00:00-05:00,,8.0,3.0,1.0,,
2014-11-22 00:00:00-05:00,,,,1.0,,
2014-11-23 00:00:00-05:00,0.00285992981373923,1.0,,,,
2014-11-24 00:00:00-05:00,-0.0011506914684172845,,1.0,,,
2014-11-25 00:00:00-05:00,0.0028020524716035632,,,,,
2014-11-26 00:00:00-05:00,,,,2.0,,
2014-11-27 00:00:00-05:00,-0.0025456646370122207,,,,,
2014-11-30 00:00:00-05:00,-0.006852789344834434,,,1.0,,
2014-12-01 00:00:00-05:00,0.006364166758848178,,2.0,6.0,,
2014-12-02 00:00:00-05:00,0.0037576738340269794,,2.0,3.0,,
2014-12-03 00:00:00-05:00,-0.0011625717317858438,,,,,
2014-12-04 00:00:00-05:00,0.0016638315989210529,,,,,
2014-12-05 00:00:00-05:00,,,1.0,1.0,,
2014-12-06 00:00:00-05:00,,2.0,5.0,,,
2014-12-07 00:00:00-05:00,-0.007283022149715385,,11.0,,,
2014-12-08 00:00:00-05:00,-0.00023785182583414743,,5.0,1.0,,
2014-12-09 00:00:00-05:00,-0.016486121183048656,,12.0,1.0,,
2014-12-10 00:00:00-05:00,0.004525433971620777,,6.0,,,
2014-12-11 00:00:00-05:00,-0.01634646579165845,,,,,
2014-12-12 00:00:00-05:00,,,12.0,2.0,,
2014-12-13 00:00:00-05:00,,,3.0,,,
2014-12-14 00:00:00-05:00,-0.006362786271721939,,,,,
2014-12-15 00:00:00-05:00,-0.008525259865380821,,4.0,,,
2014-12-16 00:00:00-05:00,0.02014807324329562,,5.0,5.0,,
2014-12-17 00:00:00-05:00,0.02373137488570905,3.0,,,,
2014-12-18 00:00:00-05:00,0.004559637967419008,2.0,2.0,1.0,,
2014-12-19 00:00:00-05:00,,3.0,2.0,6.0,,
2014-12-20 00:00:00-05:00,,,7.0,1.0,,
2014-12-21 00:00:00-05:00,0.003803222479927145,,1.0,2.0,,
2014-12-22 00:00:00-05:00,0.0017448386297044874,,,,,
2014-12-23 00:00:00-05:00,-0.0001393062410745646,,,,,
2014-12-24 00:00:00-05:00,,2.0,,,,
2014-12-25 00:00:00-05:00,0.0033041099821209488,2.0,,,,
2014-12-26 00:00:00-05:00,,,,5.0,,
2014-12-27 00:00:00-05:00,,,,2.0,,
2014-12-28 00:00:00-05:00,0.000861403428089447,2.0,5.0,1.0,,
2014-12-29 00:00:00-05:00,-0.004900593034504285,2.0,3.0,4.0,,
2014-12-30 00:00:00-05:00,-0.01036438356125046,,12.0,,,
2014-12-31 00:00:00-05:00,,,2.0,2.0,,
2015-01-01 00:00:00-05:00,-0.0003400214731352804,,2.0,5.0,,
2015-01-02 00:00:00-05:00,,,7.0,2.0,,
2015-01-03 00:00:00-05:00,,2.0,8.0,1.0,,
2015-01-04 00:00:00-05:00,-0.01844721353258727,4.0,14.0,,,
2015-01-05 00:00:00-05:00,-0.00893325469070017,,8.0,,,
2015-01-06 00:00:00-05:00,0.011562735844876304,,7.0,,,
2015-01-07 00:00:00-05:00,0.01773016812715569,,,2.0,,
2015-01-08 00:00:00-05:00,-0.008439322147078786,13.0,1.0,,,
2015-01-09 00:00:00-05:00,,2.0,,,,
2015-01-10 00:00:00-05:00,,1.0,9.0,3.0,,
2015-01-11 00:00:00-05:00,-0.008126616843470486,,2.0,,,
2015-01-12 00:00:00-05:00,-0.0025818854358163217,,1.0,2.0,,
2015-01-13 00:00:00-05:00,-0.00583002896797565,4.0,2.0,,,
2015-01-14 00:00:00-05:00,-0.009290903004567546,8.0,1.0,1.0,,
2015-01-15 00:00:00-05:00,0.013334893186267299,1.0,16.0,2.0,,
2015-01-16 00:00:00-05:00,,,6.0,,,
2015-01-17 00:00:00-05:00,,,8.0,,,
2015-01-18 00:00:00-05:00,,1.0,2.0,,,
2015-01-19 00:00:00-05:00,0.001548752433400387,,5.0,1.0,,
2015-01-20 00:00:00-05:00,0.004720465022189361,,6.0,,,
2015-01-21 00:00:00-05:00,0.015154313070630327,8.0,1.0,2.0,,
2015-01-22 00:00:00-05:00,-0.005506656279301935,,12.0,,,
2015-01-24 00:00:00-05:00,,8.0,3.0,6.0,,
2015-01-25 00:00:00-05:00,0.0025651679986232745,,,1.0,,
2015-01-26 00:00:00-05:00,-0.013478287815857576,1.0,2.0,,,
2015-01-27 00:00:00-05:00,-0.01358750281102202,2.0,12.0,,,
2015-01-28 00:00:00-05:00,0.00948951705826357,7.0,,1.0,,
2015-01-29 00:00:00-05:00,-0.013077099006318498,,11.0,4.0,,
2015-01-30 00:00:00-05:00,,,4.0,,,
2015-01-31 00:00:00-05:00,,,1.0,6.0,,
2015-02-01 00:00:00-05:00,0.012879170000215516,,2.0,3.0,,
2015-02-02 00:00:00-05:00,0.014336238577453099,,2.0,1.0,,
2015-02-03 00:00:00-05:00,-0.0041647065724529616,,3.0,4.0,,
2015-02-04 00:00:00-05:00,0.010238810710909235,,6.0,1.0,,
2015-02-05 00:00:00-05:00,-0.00342402761187852,,,,,
2015-02-06 00:00:00-05:00,,3.0,3.0,,,
2015-02-07 00:00:00-05:00,,3.0,6.0,9.0,,
2015-02-08 00:00:00-05:00,-0.004256239310481708,3.0,1.0,,,
2015-02-09 00:00:00-05:00,0.010618979554062366,5.0,3.0,1.0,,
2015-02-10 00:00:00-05:00,-2.9034010158247172e-05,12.0,,1.0,,
2015-02-11 00:00:00-05:00,0.009598295065916026,,4.0,1.0,,
2015-02-12 00:00:00-05:00,0.004066459227779422,,3.0,1.0,,
2015-02-13 00:00:00-05:00,,,6.0,1.0,,
2015-02-14 00:00:00-05:00,,,3.0,2.0,,
2015-02-15 00:00:00-05:00,,,4.0,2.0,,
2015-02-16 00:00:00-05:00,0.0015962996977983961,,3.0,4.0,,
2015-02-17 00:00:00-05:00,-0.00031435862322874816,,,,,
2015-02-18 00:00:00-05:00,-0.0010626217157189283,,7.0,4.0,,
2015-02-19 00:00:00-05:00,0.006107842721055837,,1.0,1.0,,
2015-02-20 00:00:00-05:00,,,3.0,1.0,,
2015-02-22 00:00:00-05:00,-0.000303385211985694,,2.0,,,
2015-02-23 00:00:00-05:00,0.002754972468831103,1.0,,,,
2015-02-24 00:00:00-05:00,-0.0007660169636026022,1.0,3.0,1.0,,
2015-02-25 00:00:00-05:00,-0.00147711863025381,,1.0,,,
2015-02-26 00:00:00-05:00,-0.0029606830486323707,,9.0,,,
2015-02-27 00:00:00-05:00,,,6.0,2.0,,
2015-02-28 00:00:00-05:00,,3.0,4.0,,,
2015-03-01 00:00:00-05:00,0.0061062381811330165,,2.0,,,
2015-03-02 00:00:00-05:00,-0.004548872603817568,,,2.0,,
2015-03-03 00:00:00-05:00,-0.004398161230154572,,,2.0,,
2015-03-04 00:00:00-05:00,0.001195365251036089,,2.0,,,
2015-03-05 00:00:00-05:00,-0.014275356362467066,2.0,,3.0,,
2015-03-06 00:00:00-05:00,,2.0,6.0,,,
2015-03-07 00:00:00-05:00,,,3.0,1.0,,
2015-03-08 00:00:00-05:00,0.003936662357975969,,3.0,1.0,,
2015-03-09 00:00:00-04:00,-0.017106820937141425,2.0,6.0,2.0,,
2015-03-10 00:00:00-04:00,-0.001919520676484767,,2.0,3.0,,
2015-03-11 00:00:00-04:00,0.012522702206037068,9.0,1.0,,,
2015-03-12 00:00:00-04:00,-0.006093237090196838,1.0,2.0,,,
2015-03-13 00:00:00-04:00,,1.0,9.0,,,
2015-03-14 00:00:00-04:00,,2.0,1.0,,,
2015-03-15 00:00:00-04:00,0.013442909023855906,1.0,2.0,4.0,,
2015-03-16 00:00:00-04:00,-0.0033256977077820026,3.0,,4.0,,
2015-03-17 00:00:00-04:00,0.012085101501628708,1.0,,,,
2015-03-18 00:00:00-04:00,-0.004884489126950175,,2.0,,,
2015-03-19 00:00:00-04:00,0.008972382193259682,5.0,2.0,3.0,,
2015-03-20 00:00:00-04:00,,2.0,3.0,,,
2015-03-21 00:00:00-04:00,,2.0,1.0,3.0,,
2015-03-22 00:00:00-04:00,-0.0017472566067133015,,,1.0,,
2015-03-23 00:00:00-04:00,-0.006158345701590925,5.0,6.0,1.0,,
2015-03-24 00:00:00-04:00,-0.014665926527239062,,4.0,,,
2015-03-25 00:00:00-04:00,-0.0023803307374738966,,,4.0,,
2015-03-26 00:00:00-04:00,0.0023657607295033602,,,1.0,,
2015-03-28 00:00:00-04:00,,1.0,1.0,,,
2015-03-29 00:00:00-04:00,0.012162382647149434,3.0,,,,
2015-03-30 00:00:00-04:00,-0.008834686217530795,,2.0,,,
2015-03-31 00:00:00-04:00,-0.0039732542018475255,1.0,,,,
2015-04-01 00:00:00-04:00,0.0035234523037141535,,4.0,,,
2015-04-02 00:00:00-04:00,,1.0,,,,
2015-04-04 00:00:00-04:00,,4.0,,3.0,,
2015-04-05 00:00:00-04:00,0.006587072647165644,2.0,4.0,2.0,,
2015-04-06 00:00:00-04:00,-0.002064032708587167,,,21.0,,
2015-04-07 00:00:00-04:00,0.0026789415573472003,1.0,,1.0,,
2015-04-08 00:00:00-04:00,0.004447575873625805,,,2.0,,
2015-04-09 00:00:00-04:00,0.005189376899456221,4.0,,,,
2015-04-10 00:00:00-04:00,,1.0,,2.0,,
2015-04-11 00:00:00-04:00,,3.0,,1.0,,
2015-04-12 00:00:00-04:00,-0.004591806820961145,2.0,5.0,1.0,,
2015-04-13 00:00:00-04:00,0.00162843225851382,8.0,11.0,2.0,,
2015-04-14 00:00:00-04:00,0.005134989044995592,3.0,,,,
2015-04-15 00:00:00-04:00,-0.0007787467579851993,,7.0,1.0,,
2015-04-16 00:00:00-04:00,-0.01137570418905323,1.0,2.0,2.0,,
2015-04-17 00:00:00-04:00,,4.0,3.0,1.0,,
2015-04-18 00:00:00-04:00,,,6.0,,,
2015-04-19 00:00:00-04:00,0.009192748586536723,,5.0,2.0,,
2015-04-20 00:00:00-04:00,-0.001481702504767951,,17.0,,,
2015-04-21 00:00:00-04:00,0.005074582853386292,1.0,7.0,1.0,,
2015-04-22 00:00:00-04:00,0.0023549408425523675,,,,,
2015-04-23 00:00:00-04:00,0.0022502668247534868,,4.0,5.0,,
2015-04-24 00:00:00-04:00,,,7.0,5.0,,
2015-04-25 00:00:00-04:00,,1.0,8.0,7.0,,
2015-04-26 00:00:00-04:00,-0.004149913240734652,2.0,15.0,4.0,,
2015-04-27 00:00:00-04:00,0.0027654044373465075,1.0,10.0,1.0,,
2015-04-28 00:00:00-04:00,-0.003747348127573222,1.0,1.0,,,
2015-04-29 00:00:00-04:00,-0.010180553033248205,2.0,5.0,5.0,,
2015-04-30 00:00:00-04:00,0.010863776563455257,1.0,6.0,3.0,,
2015-05-01 00:00:00-04:00,,3.0,6.0,,,
2015-05-02 00:00:00-04:00,,1.0,4.0,6.0,,
2015-05-03 00:00:00-04:00,0.0029364331477630206,1.0,9.0,6.0,,
2015-05-04 00:00:00-04:00,-0.0119080033585301,1.0,,2.0,,
2015-05-05 00:00:00-04:00,-0.004465681140931977,2.0,10.0,2.0,,
2015-05-06 00:00:00-04:00,0.003766710469475405,,12.0,3.0,,
2015-05-07 00:00:00-04:00,0.013368147987361164,,1.0,4.0,,
2015-05-08 00:00:00-04:00,,,6.0,5.0,,
2015-05-09 00:00:00-04:00,,,7.0,8.0,,
2015-05-10 00:00:00-04:00,-0.005102556456082039,7.0,5.0,1.0,,
2015-05-11 00:00:00-04:00,-0.002953996439367266,1.0,3.0,4.0,,
2015-05-12 00:00:00-04:00,-0.0003050012906516677,,3.0,,,
2015-05-13 00:00:00-04:00,0.010721604261760033,,13.0,6.0,,
2015-05-14 00:00:00-04:00,0.0007681188278664758,,3.0,1.0,,
2015-05-15 00:00:00-04:00,,,1.0,2.0,,
2015-05-16 00:00:00-04:00,,,9.0,10.0,,
2015-05-17 00:00:00-04:00,0.003043312472570502,1.0,2.0,4.0,,
2015-05-18 00:00:00-04:00,-0.0006435815978420154,1.0,1.0,4.0,,
2015-05-19 00:00:00-04:00,-0.0009309494507940488,,,4.0,,
2015-05-20 00:00:00-04:00,0.0023351459087448084,3.0,3.0,,,
2015-05-21 00:00:00-04:00,-0.0022363851494835974,,2.0,6.0,,
2015-05-22 00:00:00-04:00,,,1.0,3.0,,
2015-05-23 00:00:00-04:00,,,2.0,,,
2015-05-24 00:00:00-04:00,,,3.0,2.0,,
2015-05-25 00:00:00-04:00,-0.010335204907502334,1.0,1.0,,,
2015-05-26 00:00:00-04:00,0.009120918929110081,,4.0,,,
2015-05-27 00:00:00-04:00,-0.0012675639174870542,,6.0,3.0,,
2015-05-28 00:00:00-04:00,-0.006338515184097658,,14.0,,,
2015-05-29 00:00:00-04:00,,,15.0,6.0,,
2015-05-30 00:00:00-04:00,,1.0,11.0,13.0,,
2015-05-31 00:00:00-04:00,0.002057343499147661,,3.0,3.0,,
2015-06-01 00:00:00-04:00,-0.0010091051653478204,,1.0,9.0,,
2015-06-02 00:00:00-04:00,0.0021166294697559994,,3.0,,,
2015-06-03 00:00:00-04:00,-0.008660562215101069,,,4.0,,
2015-06-04 00:00:00-04:00,-0.0014372152327325357,,6.0,,,
2015-06-05 00:00:00-04:00,,,33.0,5.0,,
2015-06-06 00:00:00-04:00,,,3.0,,,
2015-06-07 00:00:00-04:00,-0.006495560338305542,,6.0,,,
2015-06-08 00:00:00-04:00,0.00041826551900276467,,23.0,1.0,,
2015-06-09 00:00:00-04:00,0.011970491752514406,,41.0,9.0,,
2015-06-10 00:00:00-04:00,0.0017371167565281324,1.0,4.0,4.0,,
2015-06-11 00:00:00-04:00,-0.007018874653102703,,16.0,2.0,,
2015-06-12 00:00:00-04:00,,,5.0,,,
2015-06-13 00:00:00-04:00,,2.0,9.0,,,
2015-06-14 00:00:00-04:00,-0.004633289621771348,,5.0,4.0,,
2015-06-15 00:00:00-04:00,0.005673730515753803,,4.0,2.0,,
2015-06-16 00:00:00-04:00,0.0019776843950728407,,3.0,,,
2015-06-17 00:00:00-04:00,0.009854000054008836,,3.0,,,
2015-06-18 00:00:00-04:00,-0.00531761523794962,1.0,3.0,1.0,,
2015-06-19 00:00:00-04:00,,,2.0,3.0,,
2015-06-20 00:00:00-04:00,,,11.0,5.0,,
2015-06-21 00:00:00-04:00,0.006076367981542122,1.0,3.0,4.0,,
2015-06-22 00:00:00-04:00,0.0006356664251933869,,,1.0,,
2015-06-23 00:00:00-04:00,-0.007380465718305258,,1.0,,,
